47,9
106,9
74,32
120,76
109,36
63,19
103,122
103,2
60,110
138,98
135,62
59,8
78,108
99,37
75,0
19,125
147,80
46,44
78,6
96,135
72,93
115,111
19,46
79,48
101,74
74,18
52,39
65,54
46,6
95,79
87,110
135,61
126,38
127,28
143,115
50,128
84,53
128,75
85,55
88,106
93,0
70,6
80,62
50,42
76,21
138,39
67,5
43,30
125,81
24,8
145,135
131,28
136,135
63,27
94,9
146,58
130,137
111,1
15,65
64,32
103,54
147,74
136,66
111,79
76,35
105,90
4,76
129,115
84,94
149,116
79,12
83,105
125,6
63,64
86,57
101,85
76,33
33,67
97,83
31,16
51,8
120,105
52,125
54,27
129,44
141,10
8,24
124,23
133,88
133,28
18,109
147,33
89,7
47,95
124,61
84,83
101,95
40,32
143,141
116,95
49,27
89,79
38,17
135,40
50,7
71,33
71,23
102,89
39,89
64,99
59,35
86,73
75,103
114,40
140,84
6,55
105,55
135,122
139,113
146,98
25,42
19,94
42,28
48,25
3,121
87,122
100,75
111,63
124,91
32,133
35,71
143,82
120,107
32,27
101,4
106,143
141,123
133,121
141,8
111,36
49,84
57,53
80,35
148,78
142,120
135,124
97,56
19,39
79,7
145,91
28,72
122,93
35,12
38,65
97,86
41,88
116,79
104,77
108,45
76,125
36,2
97,64
116,2
149,144
134,139
10,58
42,102
130,20
147,4
133,6
96,113
78,77
129,2
148,77
86,60
128,66
146,82
91,27
68,40
120,103
39,23
97,23
91,32
50,47
93,36
4,49
147,39
105,96
147,9
104,80
26,12
60,50
41,27
131,6
133,98
71,93
111,25
75,47
93,50
81,31
134,115
37,13
102,50
132,11
99,42
2,64
145,81
110,59
149,18
89,43
147,93
37,57
41,147
77,61
129,10
137,45
57,69
11,94
117,58
116,9
137,44
15,10
112,147
67,31
144,44
129,71
47,118
105,54
141,120
4,146
121,99
140,128
88,69
118,57
119,65
91,63
124,32
86,133
125,32
74,11
54,12
74,97
101,37
138,37
136,114
34,16
104,67
114,140
23,114
149,98
144,133
