121,97
118,64
115,24
51,8
83,62
8,87
98,87
114,76
57,94
121,76
106,41
45,8
73,65
44,56
79,10
51,75
11,77
76,136
134,126
14,108
47,29
13,53
108,31
111,91
70,11
78,39
85,34
117,6
28,8
69,51
149,59
111,107
101,61
53,99
108,81
131,61
23,67
149,76
13,135
78,48
68,36
81,7
142,102
70,148
41,6
7,53
114,104
150,112
42,25
87,30
54,22
96,17
80,24
43,51
23,22
119,46
34,118
47,4
107,76
81,74
95,26
97,43
31,139
134,44
53,42
36,13
25,118
75,76
38,27
40,67
56,53
23,40
69,21
130,44
56,25
97,17
134,33
135,15
116,16
43,23
131,120
94,25
149,126
29,134
17,2
144,4
140,31
137,46
139,143
133,101
137,42
88,34
17,2
92,20
127,106
89,73
20,125
7,4
56,10
127,70
44,85
119,109
77,52
115,48
112,43
108,23
88,4
113,60
73,128
118,5
16,80
144,78
93,2
90,28
141,64
125,62
147,77
75,20
67,12
97,21
140,74
142,14
9,55
31,74
139,57
26,139
67,134
65,1
98,91
65,86
123,3
39,141
84,31
144,57
147,94
19,8
102,43
85,37
68,39
147,95
122,86
129,88
86,108
140,12
77,50
4,96
16,113
53,142
53,8
45,42
7,5
48,104
146,49
109,9
121,38
139,48
1,134
61,17
129,39
39,124
15,1
110,54
102,63
54,3
84,68
143,104
109,106
68,13
77,66
82,69
101,16
116,87
100,22
150,111
138,20
29,47
146,102
15,13
83,90
49,8
111,125
127,120
69,148
95,64
95,56
73,47
92,13
17,77
135,148
92,45
30,135
6,126
38,35
148,13
112,79
66,19
36,71
131,70
35,149
131,81
100,4
49,134
20,123
116,71
108,113
33,2
70,44
150,87
137,28
146,133
111,72
137,73
63,1
55,66
111,69
43,58
78,76
42,59
128,114
122,106
82,26
25,9
59,58
125,66
100,9
92,46
17,11
38,80
63,96
102,75
129,104
139,46
45,104
128,13
111,69
147,76
147,81
137,36
57,54
47,20
122,3
13,150
114,65
125,75
143,26
41,37
12,2
32,9
57,30
93,15
58,138
19,38
145,89
135,56
33,140
123,69
116,95
46,6
104,83
131,28
116,150
120,77
64,44
105,87
63,57
136,127
10,128
114,64
61,29
103,57
46,33
141,5
82,72
121,85
135,81
91,63
30,13
75,65
115,82
53,114
53,26
98,23
141,89
114,91
127,66
126,123
68,66
76,150
95,90
17,7
54,11
72,54
18,119
141,106
101,36
18,102
148,16
103,31
71,15
136,138
14,5
101,58
42,43
64,59
105,15
119,105
127,41
31,79
113,103
143,28
123,22
17,144
148,41
150,120
38,89
76,63
103,24
8,74
58,50
146,1
149,35
130,23
125,36
70,4
141,30
66,143
81,24
125,79
134,141
15,48
149,143
9,144
44,31
110,78
54,35
101,77
143,137
97,57
15,107
95,33
112,108
80,49
92,78
111,71
111,142
134,84
110,50
120,43
147,98
149,49
136,3
147,118
134,87
66,19
140,13
114,97
112,21
147,80
108,82
21,69
125,22
81,62
120,10
147,20
8,31
38,39
150,136
68,74
27,25
73,32
60,46
150,79
109,22
88,95
56,29
43,36
133,125
137,103
45,42
118,83
94,58
27,1
106,78
89,86
91,150
40,100
36,97
29,61
87,31
125,3
135,116
6,96
127,119
94,79
112,128
60,28
82,17
139,50
113,57
88,63
106,93
136,108
120,115
107,56
147,114
6,53
13,100
133,66
140,76
48,130
143,1
103,135
77,8
96,62
146,36
70,5
100,69
38,20
85,11
127,31
92,94
35,81
9,75
136,90
124,145
40,90
134,11
38,36
33,18
67,76
127,100
120,112
38,150
127,67
73,55
67,44
127,68
69,62
107,67
117,102
100,57
86,47
112,146
120,66
120,39
93,60
72,31
111,33
77,48
135,84
98,83
39,118
130,127
74,138
36,126
140,102
60,104
88,83
64,115
150,90
112,96
127,32
130,132
128,51
147,22
99,62
54,7
112,144
66,16
117,9
121,26
84,57
32,45
96,28
104,92
125,54
86,37
108,101
70,71
63,41
104,30
98,23
90,112
69,25
23,19
5,144
79,35
96,41
22,7
99,35
91,13
136,101
125,123
13,97
22,133
103,8
46,10
148,85
87,74
16,18
17,67
99,51
137,105
16,147
70,144
110,79
40,90
135,1
115,3
141,5
68,48
144,56
51,40
64,7
41,124
25,133
120,61
61,36
131,94
118,103
41,99
114,88
51,10
128,41
35,142
83,49
82,42
72,45
116,2
63,29
18,125
115,6
33,3
78,58
70,19
14,17
27,59
130,84
101,71
33,7
37,5
132,32
137,13
20,32
135,67
122,40
145,83
124,54
97,37
133,71
127,88
144,103
132,121
105,86
123,88
72,112
85,55
143,131
38,16
131,29
103,34
63,60
103,41
146,87
2,42
132,39
68,29
89,131
1,28
141,40
83,77
63,40
35,9
97,138
126,61
129,105
23,21
44,21
114,23
27,71
133,10
55,52
58,13
121,112
96,106
37,53
77,3
131,22
67,3
54,17
7,5
76,13
134,24
112,111
46,113
147,103
108,38
86,18
129,84
67,56
146,57
131,120
94,148
131,69
105,12
107,65
138,26
37,5
68,36
107,12
149,89
7,122
96,82
51,145
104,56
141,15
101,43
96,14
139,50
102,59
93,54
123,41
65,28
97,60
17,54
95,31
109,85
46,24
146,141
85,3
63,2
115,50
115,1
94,39
76,38
129,43
37,82
28,107
148,96
71,142
55,27
57,107
67,41
50,4
57,126
139,84
143,29
108,81
141,20
24,90
126,46
97,54
71,66
109,1
144,50
143,124
68,67
143,136
71,51
45,147
53,76
116,65
107,90
78,4
62,48
86,27
127,117
73,51
148,77
82,13
70,52
15,59
129,41
129,113
58,18
127,114
12,72
131,96
105,75
132,80
106,82
68,10
100,43
58,9
113,50
139,118
84,61
140,14
47,27
106,26
94,149
62,5
45,49
20,14
36,13
93,5
35,15
84,5
11,24
147,95
134,33
84,70
39,22
63,52
73,64
96,43
144,57
109,147
144,73
64,27
130,17
136,72
15,40
79,8
102,11
138,9
67,116
118,96
73,61
131,142
104,101
139,100
105,63
75,114
55,150
97,40
65,50
95,80
92,33
121,24
150,57
135,73
92,110
140,4
147,146
122,90
12,116
108,47
123,42
72,44
79,2
81,51
60,40
72,2
148,145
93,20
148,103
86,4
93,62
126,5
30,13
118,12
147,127
121,52
77,26
134,66
125,11
91,87
121,9
82,39
102,46
98,63
58,8
126,118
123,78
117,116
135,11
85,78
95,138
142,92
31,9
148,56
95,42
21,131
114,26
129,103
118,36
55,37
85,78
113,64
122,104
95,112
78,74
132,40
130,119
135,104
131,101
28,145
72,15
76,111
63,95
73,148
124,65
63,34
65,51
138,21
148,65
100,128
115,85
48,12
84,63
119,66
146,56
114,77
44,23
88,55
57,26
91,41
141,94
78,27
144,142
107,7
69,1
10,107
105,93
84,23
121,26
72,66
124,64
134,50
25,4
117,7
84,37
93,58
63,40
130,110
140,84
147,134
115,61
68,18
120,17
42,28
148,147
148,81
80,17
43,61
44,122
80,21
91,104
50,103
34,29
127,65
51,27
61,7
56,40
47,23
73,59
148,117
150,33
145,142
7,88
93,49
64,13
143,80
93,28
64,127
97,89
106,32
129,40
144,38
144,88
78,42
143,83
143,39
111,66
148,144
58,20
64,9
16,53
1,111
119,122
143,1
10,81
120,4
94,12
136,125
124,102
112,13
125,96
99,16
71,62
26,127
46,17
130,101
3,140
134,21
92,68
116,8
73,3
39,38
63,31
140,92
87,52
79,5
122,40
74,7
75,27
27,4
76,100
103,57
93,20
85,22
90,67
19,15
117,94
59,142
82,17
127,96
147,43
143,21
1,135
130,62
126,38
93,88
71,22
32,71
83,91
72,129
96,8
46,119
92,64
89,88
13,113
30,25
81,75
75,121
124,134
118,139
139,30
93,52
116,146
12,57
137,73
12,25
18,30
91,85
125,87
91,133
110,50
12,59
94,36
81,41
77,69
76,84
103,4
104,81
115,119
118,38
112,132
136,138
19,28
106,127
52,150
75,13
123,118
139,61
54,99
86,27
54,39
76,19
85,61
143,124
28,144
72,107
43,7
30,132
10,89
143,128
54,18
45,15
5,110
30,101
121,30
113,42
107,3
93,88
75,133
55,49
139,2
125,111
121,37
83,58
116,93
114,9
56,26
36,59
147,57
59,9
107,79
70,24
127,10
57,53
108,100
141,35
118,110
39,45
20,25
117,67
13,11
87,18
41,14
140,80
39,78
20,11
120,70
122,70
109,7
14,8
120,103
17,68
105,17
75,17
28,45
148,37
141,45
140,8
43,37
121,75
58,36
120,92
142,21
144,100
21,11
93,40
124,37
99,2
146,24
20,5
92,114
80,96
126,41
104,61
17,8
115,9
66,2
141,42
131,81
104,108
131,6
18,7
78,46
60,5
43,26
148,4
102,126
119,26
58,45
148,62
53,58
43,115
30,124
148,81
139,4
23,7
99,13
112,17
95,43
4,130
51,41
141,63
90,83
74,32
122,70
144,83
143,102
111,64
32,107
138,78
29,49
121,11
117,74
35,83
107,78
87,4
148,6
138,69
140,12
110,44
144,39
81,4
143,121
70,67
26,22
115,76
111,93
39,16
66,128
54,127
120,49
107,136
100,30
8,54
54,120
73,4
71,32
130,127
142,53
110,95
22,70
103,61
126,106
150,52
145,29
19,142
123,11
106,80
149,45
148,119
42,64
87,98
39,149
48,143
149,44
84,34
131,2
63,130
97,80
97,11
41,47
4,89
131,62
86,148
117,74
146,70
10,138
61,15
146,140
78,51
2,92
89,83
30,144
61,21
127,28
30,19
59,118
144,108
96,44
126,53
70,34
53,107
149,79
88,85
65,135
23,24
109,137
51,76
107,81
43,31
124,25
67,2
101,130
94,108
24,1
121,49
109,79
82,138
101,99
58,64
29,2
95,74
61,89
101,76
105,74
120,70
28,118
80,76
138,44
111,49
87,58
128,18
50,47
150,139
87,49
103,43
116,33
93,8
67,51
142,93
57,35
148,108
12,1
100,37
115,89
30,10
60,36
100,62
94,32
109,143
45,41
113,39
13,4
74,122
144,21
36,123
84,42
74,35
129,19
97,59
26,12
97,23
93,23
85,63
119,109
56,23
41,145
114,136
10,92
18,69
125,4
127,112
133,83
119,24
74,43
44,122
79,60
44,35
141,139
120,21
146,91
48,109
122,78
148,71
98,133
144,56
42,27
62,21
66,21
105,22
103,44
61,86
111,40
143,69
149,133
55,38
39,67
124,68
113,36
89,77
30,83
125,50
63,90
122,138
20,13
74,32
24,13
105,1
94,57
105,70
124,40
97,73
132,77
14,146
123,29
55,7
145,142
88,31
146,115
124,45
71,35
89,45
96,57
90,87
75,62
77,110
43,114
81,27
62,3
148,144
75,101
56,20
146,149
136,51
128,96
114,40
22,107
125,72
108,69
127,37
74,1
45,26
131,116
95,133
147,134
21,12
150,121
143,13
22,27
94,135
19,82
136,116
141,83
130,52
65,44
45,3
84,21
63,96
68,83
149,55
9,127
102,11
135,94
102,63
141,79
106,103
148,36
93,100
101,49
96,38
127,14
45,20
12,8
127,85
15,84
66,65
26,102
111,117
33,64
61,103
144,120
140,77
132,67
5,28
120,80
121,120
121,24
36,6
123,58
76,69
134,38
142,80
82,110
44,104
111,65
5,90
110,62
1,68
104,50
82,7
134,131
50,4
91,11
105,43
93,36
67,6
32,61
116,83
102,34
45,89
134,37
81,7
10,48
53,22
42,18
94,62
68,23
7,78
65,52
59,2
5,27
51,31
148,134
102,16
96,48
2,109
127,105
68,6
116,84
141,137
8,143
74,144
102,2
50,33
124,12
149,29
146,62
92,27
137,109
135,117
132,24
120,68
90,19
91,1
43,118
108,14
84,40
91,3
40,15
71,7
101,88
111,56
37,63
20,134
74,53
97,15
128,95
142,3
54,68
45,66
147,103
137,20
104,45
78,32
90,3
105,45
113,34
58,13
92,5
89,69
115,2
126,45
66,29
106,37
124,39
104,68
8,135
133,19
122,54
1,35
71,57
64,15
34,14
53,5
78,61
144,29
59,38
81,70
3,23
91,22
133,125
107,103
6,46
74,64
85,63
82,54
80,14
118,28
103,64
144,108
103,108
69,62
49,121
41,36
123,107
56,40
102,130
135,68
133,8
57,59
4,37
98,9
141,146
135,43
11,146
111,106
90,110
115,94
37,42
77,2
104,69
82,53
37,39
40,18
111,104
67,138
67,65
144,59
87,27
140,139
24,90
133,128
31,78
144,94
51,125
6,24
139,23
91,56
19,118
33,147
110,39
136,70
59,7
35,149
93,50
95,52
5,92
139,69
65,94
100,10
100,39
114,95
116,91
101,60
126,121
122,88
54,56
129,119
113,79
108,132
75,2
143,113
129,48
128,13
146,24
123,92
123,79
126,61
75,2
88,18
89,66
116,113
91,29
134,59
76,43
24,44
107,104
137,96
144,131
67,2
103,93
64,11
52,44
144,143
120,147
11,58
69,51
135,93
110,89
139,113
37,36
135,79
79,56
80,86
147,65
68,58
70,68
5,9
137,46
135,77
130,75
100,139
45,10
52,122
107,100
91,84
142,127
150,106
16,124
100,22
73,41
140,79
33,135
96,62
72,96
110,61
7,91
11,92
75,2
114,145
63,4
120,102
99,56
15,56
146,48
141,90
4,58
57,31
138,38
46,1
138,73
6,142
84,50
92,55
107,144
66,117
127,81
91,150
74,25
136,46
9,88
138,24
26,105
129,77
65,12
117,111
109,13
99,149
119,144
90,37
116,113
18,57
87,84
100,149
149,130
82,57
71,70
109,20
118,69
97,18
142,27
59,17
110,45
95,77
140,119
85,77
71,57
122,137
102,86
111,70
137,13
82,37
50,91
41,86
34,139
108,138
111,84
28,92
45,12
110,139
4,103
108,73
126,125
116,115
131,120
96,16
67,47
83,98
55,32
150,148
146,104
83,77
130,69
120,92
129,46
30,98
119,127
88,68
127,68
143,22
110,93
90,99
120,114
82,53
62,60
144,88
111,92
89,34
96,77
98,56
107,47
150,8
15,56
42,36
22,18
37,51
77,20
21,16
94,76
115,52
70,102
100,28
150,106
129,1
91,67
75,21
19,5
141,136
132,115
98,55
130,14
131,50
111,5
147,41
105,87
114,19
12,58
102,20
67,116
143,1
64,44
112,41
150,65
139,83
82,74
143,1
26,99
114,112
109,8
150,119
111,77
25,11
120,101
100,64
62,85
25,20
137,73
147,42
79,83
62,49
105,57
99,85
83,58
88,18
95,63
118,97
9,5
101,100
109,82
89,51
43,33
86,72
90,20
96,19
120,8
97,4
96,21
19,1
107,102
106,150
68,43
23,19
60,25
137,130
67,42
25,3
141,63
77,72
136,115
61,2
55,44
104,41
132,40
77,118
89,36
92,89
98,101
103,17
104,129
65,21
141,61
113,105
149,141
117,63
46,31
150,128
97,81
106,80
134,118
99,49
92,127
35,20
100,92
118,107
116,140
65,148
143,35
92,72
132,13
22,3
83,30
89,9
150,63
113,84
104,91
129,114
130,91
120,42
72,61
135,61
128,10
69,44
104,31
107,66
73,105
149,63
93,7
101,41
89,16
135,87
127,55
134,15
119,5
123,88
131,59
115,12
122,123
84,32
140,53
143,106
41,37
24,64
121,44
39,49
53,38
148,27
143,114
83,140
64,30
16,7
42,32
145,110
103,3
45,141
124,108
142,135
122,134
148,107
11,82
147,9
13,36
147,53
35,26
113,70
86,10
145,48
136,123
111,64
63,147
107,1
67,11
124,79
7,130
119,128
68,85
25,12
19,17
125,96
44,12
71,3
104,44
138,135
138,107
53,3
90,87
20,42
124,83
113,108
9,132
85,69
63,7
149,91
146,3
64,30
122,67
144,21
48,29
142,38
104,37
135,131
118,26
12,43
111,88
46,71
97,31
70,83
141,29
102,89
127,31
90,47
57,32
114,37
60,146
73,64
130,65
125,150
72,70
65,2
82,27
148,8
100,118
135,106
53,5
101,18
146,69
23,22
129,57
81,17
126,95
112,5
70,54
99,56
89,71
39,54
46,121
55,31
137,31
146,102
91,74
41,63
144,2
56,61
147,93
1,72
44,14
118,107
106,59
76,39
124,123
105,98
90,106
116,63
98,49
85,14
90,80
138,23
60,123
68,39
133,101
85,82
130,131
44,32
99,67
15,133
82,68
47,38
49,7
32,144
120,14
84,4
137,23
134,80
99,20
96,17
134,78
46,14
102,58
63,13
77,60
88,49
101,8
129,87
69,13
47,141
74,10
49,57
20,2
134,126
122,100
9,145
54,40
89,5
35,129
63,62
83,49
101,105
97,29
142,97
104,50
45,31
95,19
61,94
119,17
65,61
115,31
107,27
91,84
130,8
66,127
142,10
86,144
137,41
35,6
104,66
77,72
82,51
90,5
143,117
86,4
138,71
50,27
14,46
65,20
34,101
115,95
49,139
114,15
149,20
133,129
62,73
35,24
119,123
146,29
124,70
67,2
66,30
11,6
56,47
34,16
30,16
22,12
87,49
147,27
76,24
134,90
45,62
107,15
126,41
140,132
99,42
57,89
132,86
143,38
91,93
40,59
86,61
55,4
59,44
139,72
68,43
134,41
115,13
110,97
133,54
49,6
143,122
69,80
85,70
127,58
110,130
150,133
1,25
127,140
102,30
143,108
47,34
139,88
51,46
76,123
96,8
17,140
56,42
82,63
89,31
78,20
135,47
141,88
1,30
8,89
110,43
149,111
93,16
143,12
27,41
111,122
102,56
148,121
25,11
27,54
142,108
88,128
142,132
1,26
147,122
74,64
24,118
35,7
108,43
14,92
89,124
58,19
49,92
93,31
42,2
89,109
128,17
67,1
77,22
103,62
21,4
61,64
28,26
37,25
128,78
101,97
43,26
44,42
119,10
60,7
9,36
113,41
123,72
149,11
101,134
11,59
53,25
79,7
135,52
120,76
116,42
137,46
133,55
31,89
130,10
57,33
48,37
63,19
95,3
71,38
123,122
119,113
49,117
83,14
150,104
111,68
121,45
72,66
106,132
125,31
40,28
63,45
142,118
127,9
74,18
47,36
28,146
5,74
140,120
38,40
41,21
114,77
119,106
89,80
128,90
125,55
85,7
120,20
94,76
76,100
105,32
51,41
149,86
77,119
72,63
102,18
106,2
133,70
115,72
111,88
94,37
58,97
112,34
141,21
132,80
85,70
131,81
91,36
99,41
113,31
32,109
87,7
132,19
8,28
112,97
52,30
47,46
149,102
150,48
140,8
39,96
136,120
7,93
107,32
51,79
133,79
148,130
79,29
114,6
119,64
20,6
6,53
119,65
40,104
124,87
145,12
4,33
130,79
142,4
139,49
120,80
147,58
98,37
122,84
129,48
39,30
133,92
97,17
131,150
95,52
122,52
70,25
124,75
46,32
111,69
66,40
120,52
99,3
54,41
45,29
110,53
63,10
112,88
95,56
133,115
46,108
144,119
83,112
61,58
98,36
113,72
57,60
127,117
30,5
140,15
120,37
94,41
130,81
89,72
75,40
17,45
141,44
44,105
139,12
29,20
98,146
59,115
60,27
89,30
150,129
39,51
23,13
68,1
147,137
86,77
108,102
22,4
128,76
141,33
43,136
122,76
25,18
111,103
130,43
97,89
98,71
126,88
150,135
139,78
81,66
104,58
60,57
95,110
122,28
104,77
110,51
114,115
30,21
73,31
122,97
56,19
88,133
80,126
136,66
71,22
73,131
95,79
142,46
145,111
34,6
28,20
126,5
83,95
126,51
119,76
110,28
57,108
138,98
103,50
53,84
128,118
149,75
101,140
137,70
33,9
135,88
22,110
113,87
125,34
107,48
96,19
133,64
136,13
12,15
60,8
117,21
102,26
148,115
76,71
105,102
135,36
77,48
17,57
122,32
119,62
121,124
136,25
57,78
94,61
69,60
74,4
30,29
11,71
123,67
76,100
149,71
88,32
128,80
16,144
140,21
39,102
72,145
84,32
51,36
134,41
15,10
146,56
87,109
13,62
88,10
145,136
45,140
92,29
138,7
127,38
85,116
146,111
66,25
149,8
91,75
123,117
133,63
84,24
93,142
146,113
50,2
110,26
110,70
84,82
107,75
46,129
115,32
110,94
148,45
124,42
5,1
72,38
128,14
146,26
132,22
120,23
57,9
38,31
89,136
44,4
85,26
66,131
143,38
41,21
145,105
127,112
125,23
143,67
72,55
39,133
